Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
870.,19.79016,19.73536,18.95697,20.73531,38.9443,3.551675,43.03938
880.,19.78706,19.73176,18.94615,20.74657,39.06255,3.414057,43.02851
890.,19.78385,19.72806,18.93538,20.75774,39.17925,3.276609,43.01761
900.,19.78053,19.72425,18.92465,20.76882,39.29442,3.13932,43.00668
910.,19.7771,19.72033,18.91397,20.7798,39.40806,3.002181,42.99571
920.,19.77356,19.7163,18.90332,20.79068,39.5202,2.865183,42.98471
930.,19.7699,19.71215,18.89271,20.80147,39.63085,2.728317,42.97367
940.,19.76612,19.70789,18.88213,20.81215,39.74003,2.591574,42.9626
950.,19.76223,19.70351,18.87158,20.82273,39.84775,2.454946,42.95149
960.,19.75822,19.69902,18.86105,20.8332,39.95404,2.318424,42.94035
970.,19.75409,19.6944,18.85055,20.84357,40.0589,2.181999,42.92916
980.,19.74983,19.68965,18.84006,20.85382,40.16236,2.045664,42.91794
990.,19.74545,19.68479,18.82958,20.86397,40.26443,1.909409,42.90668
1000.,19.74094,19.67979,18.81911,20.874,40.36512,1.773229,42.89537
1010.,19.7363,19.67467,18.80866,20.88391,40.46446,1.637113,42.88403
1020.,19.73144,19.66955,18.79834,20.89358,40.56241,1.501272,42.27472
1030.,19.7263,19.66451,18.78823,20.90278,40.65896,1.365822,41.30144
1040.,19.72089,19.65954,18.77834,20.91146,40.75414,1.230751,40.31886
1050.,19.71519,19.65463,18.76865,20.9196,40.84796,1.096045,39.32676
1060.,19.70923,19.64979,18.75916,20.92721,40.94042,0.9616928,38.32493
1070.,19.70298,19.64501,18.74986,20.9343,41.03156,0.8276817,37.31314
1080.,19.69646,19.64028,18.74075,20.94087,41.12138,0.6939996,36.29118
1090.,19.68966,19.63561,18.73182,20.94692,41.20989,0.5606348,35.25879
1100.,19.68259,19.63099,18.72307,20.95245,41.29713,0.4275755,34.21574
1110.,19.67524,19.62641,18.71449,20.95747,41.38308,0.2948105,33.16176
1120.,19.66761,19.62187,18.70608,20.96198,41.46778,0.1623285,32.0966
1130.,19.65971,19.61737,18.69783,20.96598,41.55124,0.03011859,31.01997
1140.,19.65153,19.61291,18.68974,20.96948,41.63347,-0.1018301,29.93159
1150.,19.64307,19.60848,18.6818,20.97247,41.71448,-0.233528,28.83115
1160.,19.63434,19.60407,18.674,20.97497,41.7943,-0.3649857,27.71835
1170.,19.62534,19.59968,18.66635,20.97696,41.87292,-0.4962133,26.59287
