Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
21010.,19.39344,19.25305,40.07181,20.98343,40.37938,-17.50819,-35.16477
21020.,19.39376,19.25336,40.07206,20.98375,40.37964,-17.50792,-35.16452
21030.,19.39407,19.25368,40.07231,20.98407,40.37989,-17.50765,-35.16426
21040.,19.39439,19.25399,40.07256,20.98439,40.38014,-17.50738,-35.164
21050.,19.3947,19.25431,40.07281,20.9847,40.38039,-17.5071,-35.16375
21060.,19.39502,19.25462,40.07306,20.98502,40.38064,-17.50683,-35.16349
21070.,19.39533,19.25494,40.07331,20.98534,40.38089,-17.50656,-35.16323
21080.,19.39564,19.25525,40.07356,20.98565,40.38114,-17.50629,-35.16298
21090.,19.39596,19.25557,40.07381,20.98597,40.38138,-17.50602,-35.16272
21100.,19.39627,19.25588,40.07406,20.98628,40.38163,-17.50575,-35.16247
21110.,19.39658,19.25619,40.07431,20.9866,40.38188,-17.50548,-35.16221
21120.,19.39689,19.2565,40.07456,20.98691,40.38213,-17.50521,-35.16196
21130.,19.39721,19.25682,40.07481,20.98723,40.38238,-17.50495,-35.1617
21140.,19.39752,19.25713,40.07505,20.98754,40.38262,-17.50468,-35.16145
21150.,19.39783,19.25744,40.0753,20.98785,40.38287,-17.50441,-35.1612
21160.,19.39814,19.25775,40.07555,20.98816,40.38312,-17.50414,-35.16094
21170.,19.39845,19.25806,40.07579,20.98848,40.38336,-17.50388,-35.16069
21180.,19.39876,19.25837,40.07604,20.98879,40.38361,-17.50361,-35.16044
21190.,19.39907,19.25868,40.07629,20.9891,40.38385,-17.50334,-35.16019
21200.,19.39937,19.25899,40.07653,20.98941,40.3841,-17.50308,-35.15994
21210.,19.39968,19.2593,40.07678,20.98972,40.38434,-17.50281,-35.15968
21220.,19.39999,19.2596,40.07702,20.99003,40.38459,-17.50254,-35.15943
21230.,19.4003,19.25991,40.07727,20.99034,40.38483,-17.50228,-35.15918
21240.,19.4006,19.26022,40.07751,20.99065,40.38508,-17.50201,-35.15893
21250.,19.40091,19.26053,40.07775,20.99096,40.38532,-17.50175,-35.15868
21260.,19.40122,19.26083,40.078,20.99127,40.38556,-17.50149,-35.15843
21270.,19.40152,19.26114,40.07824,20.99157,40.38581,-17.50122,-35.15818
21280.,19.40183,19.26145,40.07848,20.99188,40.38605,-17.50096,-35.15794
21290.,19.40213,19.26175,40.07873,20.99219,40.38629,-17.5007,-35.15769
21300.,19.40244,19.26206,40.07897,20.99249,40.38653,-17.50043,-35.15744
21310.,19.40274,19.26236,40.07921,20.9928,40.38678,-17.50017,-35.15719
21320.,19.40305,19.26266,40.07945,20.99311,40.38702,-17.49991,-35.15694
21330.,19.40335,19.26297,40.07969,20.99341,40.38726,-17.49965,-35.1567
21340.,19.40365,19.26327,40.07994,20.99372,40.3875,-17.49939,-35.15645
21350.,19.40395,19.26357,40.08018,20.99402,40.38774,-17.49913,-35.1562
21360.,19.40426,19.26388,40.08042,20.99433,40.38798,-17.49887,-35.15596
21370.,19.40456,19.26418,40.08066,20.99463,40.38822,-17.4986,-35.15571
21380.,19.40486,19.26448,40.0809,20.99493,40.38846,-17.49835,-35.15546
21390.,19.40516,19.26478,40.08114,20.99524,40.3887,-17.49809,-35.15522
21400.,19.40546,19.26508,40.08138,20.99554,40.38894,-17.49783,-35.15497
21410.,19.40576,19.26538,40.08161,20.99584,40.38918,-17.49757,-35.15473
21420.,19.40606,19.26568,40.08185,20.99614,40.38941,-17.49731,-35.15448
21430.,19.40636,19.26598,40.08209,20.99645,40.38965,-17.49705,-35.15424
21440.,19.40666,19.26628,40.08233,20.99675,40.38989,-17.49679,-35.154
21450.,19.40696,19.26658,40.08257,20.99705,40.39013,-17.49654,-35.15375
21460.,19.40726,19.26688,40.0828,20.99735,40.39036,-17.49628,-35.15351
21470.,19.40755,19.26718,40.08304,20.99765,40.3906,-17.49602,-35.15327
21480.,19.40785,19.26748,40.08328,20.99795,40.39084,-17.49577,-35.15302
21490.,19.40815,19.26777,40.08351,20.99825,40.39107,-17.49551,-35.15278
21500.,19.40845,19.26807,40.08375,20.99855,40.39131,-17.49525,-35.15254
21510.,19.40874,19.26837,40.08399,20.99884,40.39154,-17.495,-35.1523
21520.,19.40904,19.26866,40.08422,20.99914,40.39178,-17.49474,-35.15206
21530.,19.40933,19.26896,40.08446,20.99944,40.39201,-17.49449,-35.15182
21540.,19.40963,19.26926,40.08469,20.99974,40.39225,-17.49423,-35.15158
21550.,19.40992,19.26955,40.08493,21.00003,40.39248,-17.49398,-35.15134
21560.,19.41022,19.26985,40.08516,21.00033,40.39272,-17.49373,-35.1511
21570.,19.41051,19.27014,40.08539,21.00063,40.39295,-17.49347,-35.15086
21580.,19.4108,19.27043,40.08563,21.00092,40.39318,-17.49322,-35.15062
21590.,19.4111,19.27073,40.08586,21.00122,40.39342,-17.49297,-35.15038
21600.,19.41139,19.27102,40.08609,21.00151,40.39365,-17.49271,-35.15014
21610.,19.41168,19.27131,40.08633,21.00181,40.39388,-17.49246,-35.1499
21620.,19.41197,19.27161,40.08656,21.0021,40.39411,-17.49221,-35.14966
21630.,19.41227,19.2719,40.08679,21.00239,40.39434,-17.49196,-35.14942
21640.,19.41256,19.27219,40.08702,21.00269,40.39458,-17.49171,-35.14919
21650.,19.41285,19.27248,40.08725,21.00298,40.39481,-17.49146,-35.14895
21660.,19.41314,19.27277,40.08749,21.00327,40.39504,-17.49121,-35.14871
21670.,19.41343,19.27306,40.08772,21.00356,40.39527,-17.49096,-35.14848
21680.,19.41372,19.27335,40.08795,21.00386,40.3955,-17.49071,-35.14824
21690.,19.41401,19.27364,40.08818,21.00415,40.39573,-17.49046,-35.148
21700.,19.4143,19.27393,40.08841,21.00444,40.39596,-17.49021,-35.14777
21710.,19.41458,19.27422,40.08864,21.00473,40.39619,-17.48996,-35.14753
21720.,19.41487,19.27451,40.08887,21.00502,40.39642,-17.48971,-35.1473
21730.,19.41516,19.2748,40.0891,21.00531,40.39665,-17.48946,-35.14706
21740.,19.41545,19.27508,40.08932,21.0056,40.39687,-17.48921,-35.14683
21750.,19.41573,19.27537,40.08955,21.00589,40.3971,-17.48897,-35.1466
21760.,19.41602,19.27566,40.08978,21.00618,40.39733,-17.48872,-35.14636
21770.,19.41631,19.27594,40.09001,21.00646,40.39756,-17.48847,-35.14613
21780.,19.41659,19.27623,40.09024,21.00675,40.39778,-17.48823,-35.1459
21790.,19.41688,19.27652,40.09046,21.00704,40.39801,-17.48798,-35.14566
21800.,19.41716,19.2768,40.09069,21.00733,40.39824,-17.48773,-35.14543
21810.,19.41745,19.27709,40.09092,21.00761,40.39846,-17.48749,-35.1452
21820.,19.41773,19.27737,40.09114,21.0079,40.39869,-17.48724,-35.14497
21830.,19.41802,19.27766,40.09137,21.00819,40.39892,-17.487,-35.14474
21840.,19.4183,19.27794,40.09159,21.00847,40.39914,-17.48675,-35.1445
21850.,19.41858,19.27822,40.09182,21.00876,40.39937,-17.48651,-35.14427
21860.,19.41887,19.27851,40.09205,21.00904,40.39959,-17.48627,-35.14404
21870.,19.41915,19.27879,40.09227,21.00933,40.39982,-17.48602,-35.14381
21880.,19.41943,19.27907,40.09249,21.00961,40.40004,-17.48578,-35.14358
21890.,19.41971,19.27936,40.09272,21.00989,40.40026,-17.48554,-35.14335
21900.,19.41999,19.27964,40.09294,21.01018,40.40049,-17.48529,-35.14312
21910.,19.42028,19.27992,40.09317,21.01046,40.40071,-17.48505,-35.14289
21920.,19.42056,19.2802,40.09339,21.01074,40.40093,-17.48481,-35.14266
21930.,19.42084,19.28048,40.09361,21.01103,40.40116,-17.48457,-35.14244
21940.,19.42112,19.28076,40.09384,21.01131,40.40138,-17.48433,-35.14221
21950.,19.4214,19.28104,40.09406,21.01159,40.4016,-17.48408,-35.14198
21960.,19.42168,19.28132,40.09428,21.01187,40.40182,-17.48384,-35.14175
21970.,19.42195,19.2816,40.0945,21.01215,40.40204,-17.4836,-35.14153
21980.,19.42223,19.28188,40.09472,21.01243,40.40227,-17.48336,-35.1413
21990.,19.42251,19.28216,40.09495,21.01271,40.40249,-17.48312,-35.14107
22000.,19.42279,19.28243,40.09517,21.01299,40.40271,-17.48288,-35.14085
22010.,19.42307,19.28271,40.09539,21.01327,40.40293,-17.48264,-35.14062
22020.,19.42334,19.28299,40.09561,21.01355,40.40315,-17.48241,-35.14039
22030.,19.42362,19.28327,40.09583,21.01383,40.40337,-17.48217,-35.14017
22040.,19.4239,19.28354,40.09605,21.01411,40.40359,-17.48193,-35.13994
22050.,19.42417,19.28382,40.09627,21.01438,40.40381,-17.48169,-35.13972
22060.,19.42445,19.28409,40.09649,21.01466,40.40403,-17.48145,-35.13949
22070.,19.42472,19.28437,40.09671,21.01494,40.40424,-17.48122,-35.13927
22080.,19.425,19.28465,40.09692,21.01522,40.40446,-17.48098,-35.13904
22090.,19.42527,19.28492,40.09714,21.01549,40.40468,-17.48074,-35.13882
22100.,19.42555,19.28519,40.09736,21.01577,40.4049,-17.48051,-35.1386
22110.,19.42582,19.28547,40.09758,21.01604,40.40512,-17.48027,-35.13837
22120.,19.42609,19.28574,40.0978,21.01632,40.40533,-17.48003,-35.13815
22130.,19.42637,19.28602,40.09801,21.01659,40.40555,-17.4798,-35.13793
22140.,19.42664,19.28629,40.09823,21.01687,40.40577,-17.47956,-35.13771
22150.,19.42691,19.28656,40.09845,21.01714,40.40598,-17.47933,-35.13748
22160.,19.42718,19.28683,40.09866,21.01742,40.4062,-17.47909,-35.13726
22170.,19.42745,19.28711,40.09888,21.01769,40.40642,-17.47886,-35.13704
22180.,19.42772,19.28738,40.0991,21.01796,40.40663,-17.47863,-35.13682
22190.,19.428,19.28765,40.09931,21.01824,40.40685,-17.47839,-35.1366
22200.,19.42827,19.28792,40.09953,21.01851,40.40706,-17.47816,-35.13638
22210.,19.42854,19.28819,40.09974,21.01878,40.40728,-17.47793,-35.13616
22220.,19.42881,19.28846,40.09996,21.01905,40.40749,-17.47769,-35.13594
22230.,19.42908,19.28873,40.10017,21.01932,40.4077,-17.47746,-35.13572
22240.,19.42934,19.289,40.10038,21.01959,40.40792,-17.47723,-35.1355
22250.,19.42961,19.28927,40.1006,21.01986,40.40813,-17.477,-35.13528
22260.,19.42988,19.28954,40.10081,21.02013,40.40834,-17.47677,-35.13506
22270.,19.43015,19.28981,40.10102,21.0204,40.40856,-17.47654,-35.13484
