Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
3770.,38.34607,17.13544,38.35938,18.6506,17.21839,-19.14702,-37.05218
3780.,38.3496,17.13775,38.36287,18.65308,17.22072,-19.14744,-37.05017
3790.,38.35311,17.14005,38.36633,18.65555,17.22306,-19.14783,-37.04817
3800.,38.35659,17.14236,38.36978,18.65803,17.22539,-19.14818,-37.04616
3810.,38.36006,17.14467,38.3732,18.66051,17.22773,-19.14849,-37.04416
3820.,38.3635,17.14699,38.37661,18.66299,17.23007,-19.14878,-37.04215
3830.,38.36693,17.1493,38.37999,18.66547,17.23241,-19.14903,-37.04014
3840.,38.37033,17.15162,38.38336,18.66795,17.23476,-19.14925,-37.03814
3850.,38.37371,17.15394,38.3867,18.67043,17.2371,-19.14944,-37.03613
3860.,38.37708,17.15626,38.39003,18.6729,17.23945,-19.14959,-37.03413
3870.,38.38042,17.15858,38.39334,18.67538,17.24179,-19.14972,-37.03212
3880.,38.38375,17.16091,38.39662,18.67786,17.24414,-19.14982,-37.03012
3890.,38.38705,17.16323,38.39989,18.68034,17.24649,-19.14989,-37.02811
3900.,38.39034,17.16556,38.40314,18.68282,17.24884,-19.14992,-37.02611
3910.,38.39361,17.16789,38.40637,18.68529,17.25119,-19.14993,-37.0241
3920.,38.39686,17.17022,38.40959,18.68777,17.25355,-19.14991,-37.0221
3930.,38.40009,17.17255,38.41278,18.69025,17.2559,-19.14987,-37.0201
3940.,38.4033,17.17488,38.41596,18.69272,17.25825,-19.14979,-37.01809
3950.,38.4065,17.17721,38.41912,18.6952,17.26061,-19.14969,-37.01609
3960.,38.40967,17.17955,38.42226,18.69767,17.26297,-19.14956,-37.01409
3970.,38.41283,17.18188,38.42539,18.70015,17.26532,-19.14941,-37.01208
3980.,38.41598,17.18422,38.4285,18.70262,17.26768,-19.14923,-37.01008
3990.,38.4191,17.18655,38.43159,18.7051,17.27004,-19.14902,-37.00808
4000.,38.42221,17.18889,38.43467,18.70757,17.2724,-19.14879,-37.00608
4010.,38.42531,17.19123,38.43773,18.71004,17.27476,-19.14854,-37.00408
4020.,38.42838,17.19357,38.44077,18.71251,17.27712,-19.14826,-37.00208
4030.,38.43144,17.19591,38.4438,18.71498,17.27948,-19.14795,-37.00008
4040.,38.43449,17.19825,38.44681,18.71745,17.28184,-19.14763,-36.99808
4050.,38.43751,17.20059,38.44981,18.71992,17.2842,-19.14727,-36.99609
4060.,38.44053,17.20293,38.45279,18.72239,17.28656,-19.1469,-36.99409
4070.,38.44352,17.20527,38.45576,18.72486,17.28893,-19.1465,-36.99209
4080.,38.4465,17.20761,38.45871,18.72732,17.29129,-19.14609,-36.9901
4090.,38.44947,17.20996,38.46165,18.72979,17.29365,-19.14565,-36.9881
4100.,38.45242,17.2123,38.46457,18.73225,17.29601,-19.14518,-36.98611
4110.,38.45536,17.21464,38.46748,18.73471,17.29838,-19.1447,-36.98412
4120.,38.45828,17.21699,38.47037,18.73718,17.30074,-19.1442,-36.98212
4130.,38.46119,17.21933,38.47325,18.73964,17.3031,-19.14367,-36.98013
4140.,38.46408,17.22167,38.47611,18.7421,17.30546,-19.14313,-36.97814
4150.,38.46696,17.22402,38.47896,18.74456,17.30783,-19.14256,-36.97615
4160.,38.46983,17.22636,38.4818,18.74701,17.31019,-19.14198,-36.97416
4170.,38.47268,17.2287,38.48462,18.74947,17.31255,-19.14137,-36.97218
4180.,38.47551,17.23105,38.48744,18.75193,17.31491,-19.14075,-36.97019
4190.,38.47834,17.23339,38.49023,18.75438,17.31727,-19.14011,-36.96821
4200.,38.48115,17.23574,38.49302,18.75683,17.31964,-19.13945,-36.96622
4210.,38.48395,17.23808,38.49579,18.75929,17.322,-19.13877,-36.96424
4220.,38.48673,17.24042,38.49855,18.76174,17.32436,-19.13807,-36.96225
4230.,38.4895,17.24277,38.50129,18.76418,17.32672,-19.13736,-36.96027
4240.,38.49226,17.24511,38.50403,18.76663,17.32908,-19.13663,-36.95829
4250.,38.49501,17.24745,38.50675,18.76908,17.33144,-19.13588,-36.95631
4260.,38.49774,17.24979,38.50945,18.77152,17.3338,-19.13511,-36.95434
4270.,38.50046,17.25213,38.51215,18.77397,17.33615,-19.13433,-36.95236
4280.,38.50317,17.25448,38.51484,18.77641,17.33851,-19.13353,-36.95038
4290.,38.50587,17.25682,38.51751,18.77885,17.34087,-19.13272,-36.94841
4300.,38.50855,17.25916,38.52017,18.78129,17.34322,-19.13189,-36.94644
4310.,38.51123,17.2615,38.52282,18.78372,17.34558,-19.13104,-36.94446
4320.,38.51389,17.26384,38.52546,18.78616,17.34794,-19.13018,-36.94249
4330.,38.51654,17.26617,38.52808,18.78859,17.35029,-19.1293,-36.94052
4340.,38.51918,17.26851,38.5307,18.79103,17.35264,-19.12841,-36.93855
4350.,38.5218,17.27085,38.5333,18.79346,17.355,-19.12751,-36.93659
4360.,38.52442,17.27319,38.5359,18.79589,17.35735,-19.12659,-36.93462
4370.,38.52703,17.27552,38.53848,18.79831,17.3597,-19.12565,-36.93266
4380.,38.52962,17.27786,38.54105,18.80074,17.36205,-19.1247,-36.93069
4390.,38.5322,17.28019,38.54361,18.80317,17.3644,-19.12374,-36.92873
4400.,38.53477,17.28253,38.54617,18.80559,17.36675,-19.12277,-36.92677
4410.,38.53734,17.28486,38.54871,18.80801,17.36909,-19.12178,-36.92481
4420.,38.53989,17.28719,38.55124,18.81043,17.37144,-19.12078,-36.92286
4430.,38.54243,17.28952,38.55376,18.81285,17.37379,-19.11976,-36.9209
4440.,38.54496,17.29185,38.55627,18.81526,17.37613,-19.11874,-36.91895
